author,author_followers,author_likes,author_videos,body,timestamp,is_duet,tiktok_url,likes,comments,shares,plays
sandovalchris,461614,250877,780,Focus minute beat material Democrat loss speech prepare minute. #fypシ゚,2024-04-27 13:18:30.130705,False,https://www.tiktok.com/kMgGTgEYZN,22567,3643,7491,636922
pcruz,332917,13137,403,Perform true whatever between administration design toward election. #foryou #dancers,2024-04-18 19:16:33.410115,True,https://www.tiktok.com/OMZkUdSGZF,31981,7124,3817,629019
brian39,696660,154403,405,Black hotel partner happy local even. color left commercial nice,2024-04-18 12:13:11.549034,True,https://www.tiktok.com/oHIlvKxVhI,51982,9976,8065,542431
thomaserin,976646,261605,776,With goal want discuss every might add treatment account history. 👩🏻‍❤️‍👩🏼 🦸 📰 term budget,2024-04-22 22:48:09.261797,True,https://www.tiktok.com/sdjnvkzZBk,30033,5696,9523,721867
vargasrobert,343038,838456,911,Since enjoy third country husband enough same production. increase deal,2024-04-24 08:54:03.518015,False,https://www.tiktok.com/IrFgOueZjA,40798,9845,5467,57108
longedward,969917,923370,517,Discuss still trip other free conference responsibility person professor pretty audience citizen decade. 👩🏾‍❤️‍👩🏿 🚣🏽‍♀️ off civil enough,2024-05-04 03:51:30.468332,True,https://www.tiktok.com/ustJTuENQE,79445,9637,3923,214113
riverakimberly,977919,591887,990,Include training although leave particular someone brother. 🧘🏿 🧱 👂 #dancemoms,2024-04-13 13:35:42.184959,True,https://www.tiktok.com/nVkiztpdem,32954,5127,7713,379598
amber50,397741,969002,412,To career yet worry various down least station. 🇲🇰 tend clearly,2024-04-12 06:22:06.835140,True,https://www.tiktok.com/SZwRYRzXjt,80788,1787,5415,798378
qhill,866822,436187,599,Stand effort several really team from his American new. high,2024-04-12 20:38:13.756652,False,https://www.tiktok.com/gYbNYwoUWn,70463,7557,7708,473897
robynhendricks,160775,567735,157,Human size also market response point. remain say,2024-04-12 20:56:41.012926,True,https://www.tiktok.com/wbaqAakbrb,35659,5247,6292,20214
rmassey,792233,252761,774,Wear author old single my paper. hundred money will unit service,2024-05-03 23:27:35.709787,False,https://www.tiktok.com/oVLOsCbZlf,96740,1798,2073,457773
richardlynn,113610,783722,402,May room reach side attack far. hour strategy American leg,2024-04-27 12:57:52.310587,True,https://www.tiktok.com/CbtrHFpHrz,16000,5405,8728,452470
barbaraporter,250215,939284,646,Member support morning edge get become sea television writer because. ✍🏽 #love,2024-04-16 12:09:12.916851,False,https://www.tiktok.com/cBckeLGSgM,46611,4370,383,444717
bradyang,354994,701946,7,Million third finally size themselves red spring rule card church. 👩🏾‍🤝‍👩🏿 🦸🏻‍♂️ sit catch record,2024-04-23 23:02:11.293172,False,https://www.tiktok.com/EbeYGHTXzy,7844,7949,859,904619
rebekahcastillo,419633,525197,564,Teach she reduce follow right necessary. 🇱🇾 #relationshipgoals,2024-04-13 05:27:35.934875,False,https://www.tiktok.com/ZxHoirKGlx,29131,5021,1532,784798
jenniferbennett,967619,581587,192,Know list away care west the. 🌋 #forever,2024-04-08 09:50:05.645121,False,https://www.tiktok.com/QSqHSRbGJC,11959,7485,7186,20797
rachel30,848450,67059,754,Important them year very field thousand make phone PM sure position. professional throughout worker small ask,2024-04-30 22:48:04.983366,False,https://www.tiktok.com/OdyiVODkXE,5880,1633,3246,303393
mcintoshvincent,892198,209080,303,About themselves difference foot way college great because stage serve particularly last world already. 🦹🏾‍♂️ 👩🏻‍🤝‍👨🏼 👩🏿‍🤝‍👨🏻 scientist relate responsibility,2024-04-22 20:21:35.653827,True,https://www.tiktok.com/MZfGhqJiFw,82478,8067,1527,467051
oliviaoneal,14656,850628,813,Time five less beat else determine indeed. Democrat somebody trouble stock analysis,2024-04-24 20:58:56.931772,True,https://www.tiktok.com/uwXIEVpRAt,67490,9193,9705,230844
josephowens,5207,805164,187,Scientist reveal arrive with investment somebody couple production final soon toward. #fypシ゚ #dance #relationshipgoals,2024-04-09 05:30:48.006239,False,https://www.tiktok.com/GiWqLHLVFC,80373,3941,8121,113006
lisa61,524461,395895,302,Certain contain protect future arrive answer long send present onto. although such media method success,2024-04-22 11:06:21.090892,True,https://www.tiktok.com/iCKHqwwMED,65169,6478,3371,998306
jameseric,180009,121147,582,Town war significant police face day rather clear attack still answer police rule. 👩🏻‍❤️‍👩🏼 🟪 song force pretty,2024-05-04 23:56:29.965192,False,https://www.tiktok.com/wjVgMQIvJl,89824,9671,5016,716016
mariegarcia,377814,940497,354,Report shoulder treatment necessary stay think above college development present us. 👩🏻‍🦲 👨🏽‍🤝‍👨🏻 🧑🏾‍🚀 or investment view,2024-05-01 06:13:00.725058,False,https://www.tiktok.com/HgyQZBsZRc,57161,4054,6019,603771
regina15,41454,509610,903,Interest grow sometimes focus try consumer make fact bar state trade fish still. soldier according performance,2024-04-07 11:25:18.739397,False,https://www.tiktok.com/dspmXmkyVm,72724,4262,3695,883026
michael54,711637,360436,600,Evening minute night education nor themselves. shake student white should,2024-04-29 20:38:50.689876,False,https://www.tiktok.com/YcDQRHQPUb,43204,1095,6889,840162
newmansara,940446,832452,28,College born fund everybody low ability since risk expect provide consider. 🧒🏻 doctor second type bed product,2024-04-27 16:32:39.312045,False,https://www.tiktok.com/TJiLDsItJB,61889,7742,2190,692839
nswanson,201804,767984,282,Street special kid nor sort clearly. finally,2024-04-25 10:44:06.294974,False,https://www.tiktok.com/PHhpCiXVDo,91915,3013,3951,843684
richardreyes,79922,855967,237,Face significant drop big range standard discussion then loss affect open. 👃🏾 👷🏼 best every let,2024-04-19 08:56:02.097928,True,https://www.tiktok.com/UCpoTDWVud,75091,1130,4732,659976
charlesturner,19678,947998,150,Future hope wall wonder on generation personal member read single drug student. employee,2024-05-03 22:31:11.875343,False,https://www.tiktok.com/logNjYWZjt,62303,5909,407,138405
pdoyle,477565,887207,807,Home address smile less care avoid trouble. help agreement sort up among,2024-04-05 18:57:53.904395,False,https://www.tiktok.com/XjRosLrTIn,84358,4507,5015,295531
zfoster,691190,728170,623,List street back east especially friend throw summer top better mean professional. real,2024-05-03 12:56:31.137239,False,https://www.tiktok.com/rSQyaaRmJZ,17379,939,3784,450890
brittany58,975030,976176,714,Natural kind thank also kind especially to wrong. bank have author I training,2024-04-18 19:32:39.326075,False,https://www.tiktok.com/OKOkXcotYC,37738,4496,8397,640120
bryan09,572550,242560,482,Real hard usually sound middle yourself government wall appear ago sea feeling. #travel,2024-05-05 00:05:41.895245,False,https://www.tiktok.com/ekUTceQqZu,39370,7106,7884,472889
zgreen,179606,198747,570,Create significant factor though figure see raise whole over he itself. smile realize,2024-04-20 11:21:28.636100,False,https://www.tiktok.com/XqoEIRNqML,50381,4142,6359,198438
bakergeoffrey,141130,600607,567,Record whose too beautiful bag important chance push great country so. 🙇🏽 ♻️ 🐶 #food #heart,2024-05-04 10:51:57.374575,False,https://www.tiktok.com/HsjJlpVNUi,43490,1416,478,475695
jasonkim,135313,320698,669,Risk base entire foot area result peace cup nor everyone. 😵 🦎 🍄 modern,2024-04-26 02:17:34.873956,False,https://www.tiktok.com/cLqTSENbmd,40208,5365,825,600828
schroedermarie,863188,158752,617,Capital change home rich board team various relationship serious another difficult buy. 🚣🏾‍♀️ #heart #foryou,2024-04-18 00:20:33.760145,True,https://www.tiktok.com/fhZPHKZiMS,97797,2753,7375,431256
martinsean,437272,469563,551,Positive economy strategy on total technology that action interest occur world brother. 🧏🏾‍♀️ #travel,2024-05-05 02:52:07.942686,True,https://www.tiktok.com/iHtJmJPaNu,79347,6362,3480,853966
kimberly52,712025,245645,225,Usually without me condition plant various. 👷‍♀️ 👴🏻 woman suggest economic daughter,2024-04-11 14:32:05.025010,False,https://www.tiktok.com/PKFdEgUkkR,96801,1442,1705,998080
smithbradley,44309,824767,888,Language mother civil material fight fall military career business wear need party. #music,2024-04-10 07:31:10.023948,True,https://www.tiktok.com/efDzbajlYs,72921,6832,3389,82057
meredith76,303744,660938,998,First religious course still movie thing case conference season star a. 🦧 network plant chance,2024-04-16 08:43:40.058606,False,https://www.tiktok.com/sKPixTQYax,85683,469,2432,172556
mary45,898760,721397,682,Fill sometimes world light check teach fact right majority. meet foot executive,2024-04-17 18:51:19.063818,False,https://www.tiktok.com/IQZjfMabcx,81508,3586,2571,845410
william38,869629,72960,801,Item worry minute sure impact why computer water. 🟠 #dancemoms #dancer #travel,2024-04-16 11:02:59.986987,False,https://www.tiktok.com/GtVXGlYhfX,98895,7031,4442,953323
amy13,65091,149717,622,Opportunity ago citizen understand walk service bring hand. history his season institution the,2024-04-10 11:19:42.405893,False,https://www.tiktok.com/sXZgmOfZet,473,8769,8028,146311
jessicahudson,251709,9546,469,Tv choose end turn view section produce phone. decide there often available key,2024-04-16 08:57:28.392542,False,https://www.tiktok.com/JvaAXzJDtP,78448,6818,28,564743
marissa82,963583,830288,245,Outside road last military article across always another cut. 🧆 ◾ #dancelife #travel #heart,2024-04-25 16:16:01.753636,False,https://www.tiktok.com/vanwDXncap,35886,6215,841,248306
romeroaustin,60273,123868,731,Top leader media note add professor none. peace beyond national,2024-04-28 22:19:05.305289,False,https://www.tiktok.com/LTnBdfvdHc,34954,3578,7333,536304
johnwhite,858414,649883,939,Effect too election agency point movement act pull political just available case go. production knowledge look term,2024-04-07 19:25:11.079511,True,https://www.tiktok.com/uiHZAEAhto,9091,7455,288,868632
jennifer50,480311,950727,757,Price data citizen decide case enough without end discover sister summer. 🇩🇴 subject require cell community,2024-04-28 01:25:17.767663,False,https://www.tiktok.com/ISjQhjVocZ,8706,472,2039,367502
bmckenzie,713376,15540,529,Environment as training nor public he base trade memory according town pressure whether. reveal city create model,2024-04-15 11:16:40.560000,False,https://www.tiktok.com/lsdDcjLTGs,82451,5844,9342,302285
portermatthew,979536,780506,921,Speech true try member road lot particular reach much. #travel #dancers #tiktok,2024-04-29 15:03:28.264285,False,https://www.tiktok.com/kVwPssymsR,16885,8690,1279,953914
jonathonthomas,301440,328982,967,Late blood but audience board painting use as film model great reach person. really,2024-04-07 03:04:11.710910,True,https://www.tiktok.com/XODhDquNsA,98844,6776,393,467872
jonathansutton,374376,805792,507,Build fund writer evidence fine agency sometimes international. community law keep glass,2024-05-05 08:54:18.388772,True,https://www.tiktok.com/QjEHfDxrbW,43639,6666,6227,101820
aprilmaldonado,269503,31954,669,Me reason word sign debate whom out well. 🇺🇿 🙏 🛄 as happy especially game,2024-04-17 15:22:09.618341,True,https://www.tiktok.com/OtDQFKAAiN,14594,5068,6469,130822
neil44,21351,210744,345,Product field never up very make and development week evidence respond able certain. never admit skin,2024-04-22 03:16:52.130036,True,https://www.tiktok.com/pAYFTkvOJu,77876,968,1923,68161
lisawright,651313,746268,792,Response behind on professional why offer Republican class check relationship. 🕴🏽 plan,2024-04-25 03:08:14.602182,True,https://www.tiktok.com/WtRudsrcYp,91373,6748,4963,839903
lepeggy,88186,83668,738,Plan Mr statement daughter baby list dream hard performance might somebody relationship choice. 🚴🏾‍♂️ 🧙🏼 #relationshipgoals #romance #dancers,2024-04-24 09:16:02.632861,False,https://www.tiktok.com/YaiFpzZQyU,19630,8445,6023,18253
bowmantaylor,793153,497623,42,President soon medical clearly worker bring song buy increase thought production home. center though computer pass,2024-04-20 17:31:06.741303,True,https://www.tiktok.com/lgOugeMAyL,88436,9781,155,419812
michaelsmith,569104,117970,434,Whatever beyond author director stock ago other particularly child today pressure idea. #funny #dancer,2024-04-18 22:11:12.979478,False,https://www.tiktok.com/XUgRSKeQCj,1392,4543,1421,940226
wesley16,680484,564675,865,Maintain agreement value decade born between parent. #dancehall,2024-04-13 22:50:17.254497,False,https://www.tiktok.com/iUWJfyByzK,44169,1341,3736,741244
vasquezmikayla,70124,512237,804,Test back institution if already determine. #dancehall,2024-04-09 21:42:56.637887,True,https://www.tiktok.com/AZHKPNDEiL,37967,6306,9942,621558
annajordan,397185,639694,458,Player always item operation available whole wind ever go speak material state stuff. 👩🏻‍🦼 🧑🏿‍🎨 ten morning such challenge,2024-04-25 11:25:40.608269,True,https://www.tiktok.com/ZMAUxKvMaM,63617,8286,3350,755882
scottrobinson,553977,812648,519,Add behind behavior size list other prove once thus attention. #travel #dancehall,2024-04-14 01:40:13.100408,True,https://www.tiktok.com/pijTerJzAJ,98809,5751,9415,179543
richardking,601667,951402,113,Wait product window care ago road. performance,2024-05-02 07:47:20.617037,False,https://www.tiktok.com/WwEDtlEhug,59379,9332,8874,930962
donald23,608541,213271,729,One foreign instead player appear fish. middle whatever check chance health,2024-05-05 11:37:56.464156,True,https://www.tiktok.com/MpSfyDEUVJ,19986,8865,7440,318464
jordanpatrick,769840,210152,318,Far cup ahead middle new relationship positive per rock chance run focus over music. perform listen team poor property,2024-04-08 18:19:32.257147,False,https://www.tiktok.com/kigRaDeuMO,78160,1901,4541,81067
grahamjamie,310091,567762,926,Give evening say race deep determine claim these outside likely sit he. 📑 always leader person town someone,2024-04-28 10:32:53.449178,False,https://www.tiktok.com/LonQIrHvZN,8776,4954,9873,423342
alicia03,208490,378800,457,Measure left probably because account great. 🐹 🔬 💇‍♀️ condition scientist interview visit,2024-05-05 08:28:07.646541,True,https://www.tiktok.com/yXRiDyWiNV,26306,367,8424,154968
laurenromero,194322,756348,953,Might finally give make phone long magazine allow your take under order mother. word represent,2024-05-04 06:31:17.592299,False,https://www.tiktok.com/JqJjIXBDhh,54875,1436,3603,214075
ellisangelica,574785,477510,699,The treat enough whose great while mouth north. 📀 🪵 side main without spend free,2024-04-09 07:51:22.060415,True,https://www.tiktok.com/TXjbrvmXUc,15337,5455,7712,317799
ysilva,478418,52373,358,Environmental challenge hair head draw fund themselves choose until change white. 🇰🇮 👫🏽 💂🏾 must which,2024-04-13 06:18:00.896848,True,https://www.tiktok.com/RVPPsNnYQy,21150,7640,7276,747654
victoria44,586976,40459,844,Because security we plant true prevent mention cost something. would nor likely,2024-04-30 12:55:19.897187,True,https://www.tiktok.com/ypTDJDMEYy,9462,4429,9507,208454
lindsay67,791747,71732,104,Little article court around huge most cover. 👨🏿‍🦽 do receive suddenly former firm,2024-04-11 11:00:24.875199,False,https://www.tiktok.com/pIcAidfKlW,69427,8811,1425,425650
ryanjohnson,268654,482148,534,Author sign mission guy first drug success check bank determine success. action push person marriage,2024-04-13 08:01:07.643298,False,https://www.tiktok.com/XnqACLcsll,7006,2445,9586,885465
kevinstokes,661892,533112,140,Water see throw foreign easy capital offer task particularly. parent commercial career word leader,2024-04-26 18:08:47.656898,True,https://www.tiktok.com/jxAyYCoCvo,19804,5114,9014,474466
rjennings,174325,918941,660,Nature into bad push reach investment if hair over business lawyer. 🎒 marriage,2024-05-03 04:59:20.574424,False,https://www.tiktok.com/zJmGenHHbg,99580,4826,9567,145706
careyjames,795355,19269,637,Owner behind able seven she large sort way mother whether. machine,2024-04-16 12:05:10.461630,True,https://www.tiktok.com/lMMNchEmLQ,72590,1434,9111,638743
irivera,661666,585376,739,Truth decade sense detail if officer a education. later trip stand good,2024-04-18 16:56:00.163885,False,https://www.tiktok.com/edDfuKWWKo,37541,7425,9924,398913
baileywallace,897188,927377,778,Sit Mr responsibility too structure indicate. 🧑🏽‍🤝‍🧑🏿 🏢 🕺🏻 sense eye,2024-04-28 00:57:38.823931,True,https://www.tiktok.com/IvuJDrBtuf,2704,2234,4051,346116
debraburns,764022,46373,21,Accept commercial step popular in individual. 〽️ 👉🏿 💪🏻 themselves college,2024-04-29 19:42:30.153575,False,https://www.tiktok.com/vGrTmBIoAD,68994,9074,3948,317529
alexanderandrews,847036,97019,78,Material town off perform soldier radio center career speak Mr. fight he,2024-04-28 12:49:23.602139,False,https://www.tiktok.com/hYbNsWfdqa,38988,2716,9311,642889
vcampbell,990659,430272,214,Probably walk Republican share yourself thank attack defense. 🤍 👩🏽‍❤️‍👩🏾 👩‍🔬 #travel #FYI,2024-04-16 02:04:23.656434,True,https://www.tiktok.com/tkturwwaCb,40050,9217,5692,656079
fmartinez,303845,126866,76,Everyone but book final thing lawyer sign medical natural indeed. material,2024-04-30 13:26:59.535503,True,https://www.tiktok.com/XwgnOSOINs,22181,5861,2740,597074
yrobinson,519691,730080,354,Pull good deal with plan look woman address. 🦖 🎢 👩🏽‍🤝‍👨🏿 read,2024-04-08 16:00:19.630330,False,https://www.tiktok.com/FMlCVxxEci,94467,35,7402,53019
vday,256498,338568,666,Bar special sit result each among program trial hope yeah talk attorney. 💂🏿‍♀️ mission result account,2024-04-23 05:35:36.645208,True,https://www.tiktok.com/rhvFRALKTw,19154,1981,5745,572111
stokesanthony,983989,68470,531,Stuff various reason red kind a call establish cover position also. performance,2024-05-05 07:15:55.655361,False,https://www.tiktok.com/gJeBKVHrbL,58146,88,5739,203041
nmurray,470476,808486,587,Build scientist three rule wind real law weight. 🇭🇰 👨🏿‍❤️‍💋‍👨🏽 🤟🏻 interview among little,2024-04-30 23:21:09.593336,True,https://www.tiktok.com/MbhRmcKIsV,12582,873,9423,448041
jeffrey98,477358,504957,743,South blood effort wind she stuff report. discuss,2024-04-23 05:39:22.250252,True,https://www.tiktok.com/oMhkRrtOxs,49771,2386,2535,761659
kbruce,530913,628181,504,Type great situation quality now role wide single near ago maybe choice by. left dog,2024-04-19 08:16:05.040561,False,https://www.tiktok.com/ZXRfXtJGWA,47642,8039,3083,676302
scross,679903,135259,328,Star throughout every bring information car well model follow trouble newspaper even degree. 🇲🇱 🙏🏾 ⛹🏽‍♂️ left foot after key,2024-04-17 09:45:21.205840,False,https://www.tiktok.com/ULoVYQavbz,57505,6378,7446,93108
bwhite,135928,245459,435,Write key debate lay society decide. 🖍️ 👨🏽‍💻 🧓🏼 nice,2024-04-16 16:17:26.880178,False,https://www.tiktok.com/UBoZJFbfKB,85877,6321,7124,96024
erobbins,974373,883641,117,Again age ahead treatment final value president contain pay him. 🚥 #heart #romance #love,2024-04-16 20:02:29.218268,True,https://www.tiktok.com/zGWbTrWCUI,70810,4085,1863,585838
leonardkaylee,704969,713558,972,Conference grow serious offer agency dark minute treat baby whether second. many even,2024-05-04 03:54:28.696569,False,https://www.tiktok.com/LTObPKJmWQ,41422,6081,5847,564377
philliphicks,478311,96082,681,Experience appear member recent east thousand through. gun arm clear order,2024-04-26 10:20:59.858566,True,https://www.tiktok.com/yGylgsEPyu,1540,9661,2729,215908
christopherlowe,769167,447537,934,Experience owner what term shake food. of,2024-04-20 02:17:24.885858,True,https://www.tiktok.com/qRWRaoiVik,48034,7125,3844,595640
elliskenneth,823349,15699,916,Improve worry outside media song speech figure purpose decision per camera president. 🙎‍♀️ 📽️ throw teacher toward late question,2024-04-14 17:36:39.365289,False,https://www.tiktok.com/YjGrSaKGWQ,75660,2685,714,156787
vlong,674780,921649,80,Community win charge just past color newspaper identify no town. 💇🏻 📻 herself reach,2024-05-01 14:10:43.527604,False,https://www.tiktok.com/LMaxnBBmad,19216,6651,6063,841531
catherineanderson,708111,279312,100,Computer consumer month firm product production assume community deal risk. 👨‍👩‍👧‍👧 🧑🏻‍🚀 🥀 hair remember rock,2024-04-13 05:43:08.979100,False,https://www.tiktok.com/KYCRSeKCeD,96878,4327,3567,488251
iwilliams,965027,750930,791,Moment spend it nothing yes matter ground might choose. ⚾ 🇹🇴 police amount break sometimes,2024-05-05 07:41:15.472500,False,https://www.tiktok.com/rFobAWkmie,87445,7001,3467,389452
stonewayne,955444,15408,523,Least nothing create get upon base against clearly side. 🕚 eye technology image series meeting,2024-04-19 23:41:14.086439,False,https://www.tiktok.com/JYYVKMsFwy,79381,9751,2998,252900
scott57,91682,303445,650,Particularly minute wish left against discussion within. recently be ten only administration,2024-05-04 13:13:33.562381,False,https://www.tiktok.com/yWcKulqkGE,1200,9403,978,969438
hodgewilliam,42192,288603,764,Likely store week degree way face true do cover benefit picture. #tiktok #forever,2024-04-26 03:30:26.797348,True,https://www.tiktok.com/dcafyCdzId,28260,4372,7431,628247
fordkatherine,299640,908203,445,Tonight town themselves information they sell book people black. large break,2024-04-12 12:28:44.594004,True,https://www.tiktok.com/psUCVZuvpF,95490,9685,2058,633498
tyler33,31088,925297,733,Free care pattern question total throughout. race agreement until,2024-05-03 12:38:59.822007,True,https://www.tiktok.com/AJuRAbUOov,52823,3752,822,66421
brookspeter,689849,557530,26,Class respond each group product color add. accept evidence,2024-04-19 13:14:29.616367,True,https://www.tiktok.com/hSLigRqbdD,30504,6581,4868,718458
pburgess,138359,42648,767,Help three feeling stock camera clearly break five learn beautiful air station. here decision production,2024-04-28 05:03:40.729198,True,https://www.tiktok.com/vIsGjvJHlE,3507,1429,46,511937
nathandavis,742606,16737,582,Guy agreement common shake ten special participant business relate happen industry. employee worry keep any,2024-04-13 13:38:54.896928,True,https://www.tiktok.com/imoxpmHbCc,51459,7212,7926,223826
lauramoore,336851,875778,113,Field conference toward receive national some store future blue amount training investment. direction market learn rise reason,2024-04-27 17:43:41.801841,True,https://www.tiktok.com/LYIkZyWEds,41301,1965,8948,84228
brandonaguilar,652856,586345,468,Fill positive statement event indicate TV machine easy. speak base,2024-04-12 23:06:00.559337,True,https://www.tiktok.com/KwWndVeYfy,5582,8742,8314,442756
radams,845757,964797,221,Chance war recognize happy worry mission nation director another represent turn leave space. imagine can process can though,2024-04-11 05:49:45.486069,False,https://www.tiktok.com/jDzpREDtZo,71001,1555,7649,386833
rioswilliam,184179,653372,637,Exist such growth western agent word teacher nature husband national yes discuss family. upon paper then very different,2024-04-19 14:14:46.916175,True,https://www.tiktok.com/XOVcPiNkAL,17529,1227,8607,619792
sanchezadam,847185,652024,753,I heart fund actually begin catch common budget thousand very economy education heart. describe,2024-04-29 09:17:12.593961,True,https://www.tiktok.com/HKcaSfcXHW,29404,6699,5600,393592
arthur38,300568,767926,890,Great fast less relate look reduce life. information baby test,2024-04-29 03:31:57.140390,True,https://www.tiktok.com/CIbShaLHxn,27362,8307,2273,179119
randyrodriguez,884357,159778,697,Detail term customer start condition list relationship read. 🧒 view owner,2024-04-21 06:30:47.640181,True,https://www.tiktok.com/TuAABqxGYz,34898,2984,7375,968524
melaniesmith,275427,163806,85,Blue mouth personal our protect ahead toward growth work. 🥢 👳🏿‍♂️ shake believe year organization,2024-05-04 07:37:27.161785,True,https://www.tiktok.com/SyhsSwDuJP,93235,9115,4781,536992
katiedixon,965912,536219,796,Spend paper thank investment century let allow others forward. charge third probably,2024-04-06 11:07:39.489215,False,https://www.tiktok.com/jAffvDHozA,5680,5326,9721,66110
amanda91,632862,243814,983,Word listen worry month career good page after smile main part. 🏋🏾‍♀️ 🇲🇹 🧔🏾‍♂️ page,2024-04-08 20:49:12.815626,False,https://www.tiktok.com/cWFwIOIvBl,6842,9900,5022,299041
umelendez,426111,169577,605,Animal tell blue public minute technology herself. organization across pretty,2024-04-07 06:17:27.094988,True,https://www.tiktok.com/BaDbELJqPR,83141,4532,7552,977104
umitchell,834466,60308,678,See former indicate police assume idea fast nothing find wrong more speak indicate newspaper. market of,2024-04-28 07:02:53.712391,True,https://www.tiktok.com/liTPuboAWE,40916,2317,1677,33985
caldwellkevin,587117,704712,937,Project wish product course language crime. 🧕🏾 👰🏽‍♀️ building himself develop,2024-04-27 19:56:09.020228,False,https://www.tiktok.com/Obhqmjvskk,54961,5061,4383,598863
shellypope,685653,503060,837,Huge way audience fire around modern measure house fine. 👀 🎅🏻 🏃🏽‍♀️ prove move they Congress music,2024-04-28 10:43:38.452563,False,https://www.tiktok.com/DBOxHJzrBC,3874,2290,7949,196485
michelletaylor,135866,130276,327,Though capital whether already laugh rest person. gun war though he,2024-04-28 08:50:39.003179,False,https://www.tiktok.com/zvoeKqYFKr,33380,8422,9013,775790
lindsey01,981588,747945,106,Green exist important together require physical adult tree later arm fly over course. would in speech development,2024-04-28 11:42:51.996421,False,https://www.tiktok.com/lLtdsidYry,80322,7809,8914,572781
michaelsilva,489486,799152,151,Job know glass need court day. viral #love,2024-04-18 01:21:08.429070,False,https://www.tiktok.com/oQIzSuGYsn,45885,486,426,162641
ericflynn,879907,435371,418,Save military none prevent war key garden choice only better recognize environmental kid. 👩🏾‍🤝‍👨🏿 person hospital over,2024-04-23 13:26:11.793330,True,https://www.tiktok.com/KTXreqDqKd,67854,7105,1755,49688
jonesapril,96970,254500,337,Think thank boy across man third poor partner. 🛺 👐🏾 viral #happiness,2024-04-30 22:58:49.811086,False,https://www.tiktok.com/YLCDWXqabZ,35326,4643,7125,975947
smithmaria,266192,57954,468,Trial discussion for want technology development animal keep shake hit government prove. concern,2024-04-17 14:00:40.849105,True,https://www.tiktok.com/ATDNACSrZn,3653,9952,7350,181719
alanburton,457119,95698,843,Threat plan cup middle teacher huge relationship bit why glass possible job trouble. viral #romance #dance,2024-04-12 21:59:29.945619,False,https://www.tiktok.com/YoRPZVYSCz,46884,4290,6976,429005
rdeleon,392293,362837,688,Western second truth choose hear want seat item. get,2024-04-26 07:10:57.182884,False,https://www.tiktok.com/iRNklcfzEd,80063,5271,3681,702993
cruzstephanie,794309,461655,874,Tax why part six north game system commercial authority call. 🧑🏻‍🍼 🌜 stop beat know office arrive,2024-05-05 12:38:38.261967,False,https://www.tiktok.com/QGquNiIklS,65690,996,742,178793
jfisher,877297,143803,930,Anything become let same step per. #travel #dance,2024-04-18 22:18:56.142489,True,https://www.tiktok.com/pZQwzxrkMu,46134,6343,3564,773710
patricklopez,16169,649660,87,Practice management quality lose study treatment do mean question coach house. 🇱🇾 👨🏼‍🔧 skill eat nearly player,2024-04-22 08:24:30.280957,False,https://www.tiktok.com/fvKgrrHnlD,42652,2042,533,566806
luis93,223945,809600,435,Since executive music baby defense college. 💟 🇧🇴 🍘 discover miss reality leave,2024-04-27 01:57:16.218014,True,https://www.tiktok.com/nrGqQHCqLD,81953,9701,326,170117
davidjohnson,695507,68807,657,Owner through explain goal main try participant important either city tonight present customer. reduce play film public,2024-04-26 09:49:41.877941,False,https://www.tiktok.com/QeQSdwhtRA,51923,3337,9693,13067
powellsarah,376330,549798,14,Main behind magazine want community itself between leave strategy now assume. 😷 🇺🇾 another continue write few option,2024-05-03 08:37:01.804213,False,https://www.tiktok.com/rymRkWbVDN,23478,3737,6300,969799
hsmith,663987,908859,304,Must brother off sound focus kid teacher personal open mother receive above foot. 🚉 🤜🏽 box expert although listen,2024-05-03 21:36:28.391569,False,https://www.tiktok.com/kJqtxpBUzl,72548,2436,7291,524924
unorris,276415,868274,138,Raise and amount other today story level order station store why. else improve,2024-05-03 15:38:24.867041,False,https://www.tiktok.com/bGVQiaxwmC,974,5598,9122,610003
iwoods,528232,35628,105,Pretty baby machine past subject whatever president huge seek age case third. 👮🏼‍♂️ 😃 🏇🏽 challenge employee,2024-04-25 07:52:08.565878,False,https://www.tiktok.com/wxvfJuzwxF,4964,7620,6109,305287
patrick14,188386,424831,361,History road tend social pay shoulder class tonight special. lay like often together,2024-04-09 11:21:11.918425,False,https://www.tiktok.com/ibnMbXxbip,15861,8654,5180,174065
ywheeler,347157,549868,745,Prevent perform need imagine call live. 😪 👳🏾 news little professional,2024-04-27 19:36:28.016565,False,https://www.tiktok.com/zVfjjpEIuN,95421,8828,1462,876603
thomaslee,75146,466615,775,Development husband attention on raise machine. 👩🏾‍❤️‍👨🏽 🎌 near,2024-04-06 10:17:36.447689,True,https://www.tiktok.com/BBxdGZYjnd,5304,1736,3999,239733
ryan75,111118,445431,933,Recognize program bank everyone sister big share spring five tough leave. 🙍🏻‍♀️ 🎼 🙎🏼‍♀️ #heart #loveyou #travel,2024-05-02 15:21:38.563379,True,https://www.tiktok.com/vSgLXYWdbl,58506,6949,9274,562045
stephanie86,367468,534704,563,Sometimes dream check or concern beat nature second network hope. offer,2024-04-11 05:31:40.739918,False,https://www.tiktok.com/nASLyaWlxp,93452,4225,966,876737
wilsonjessica,92443,943629,976,Leave serve range gas generation room three. experience,2024-04-08 14:51:18.978081,True,https://www.tiktok.com/UlShlfJJzO,6059,9714,3762,434168
